author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,ID,
Oladapo Oluwaseye Olukomaiya and Oladipupo Qudus Adiamo and W. Chrishanthi Fernando and Ram Mereddy and Xiuhua Li and Yasmina Sultanbawa,https://www.sciencedirect.com/science/article/pii/S0308814620300868,https://doi.org/10.1016/j.foodchem.2020.126238,0308-8146,2020,126238,Food Chemistry,"Effect of solid-state fermentation on proximate composition, anti-nutritional factor, microbiological and functional properties of lupin flour",article,OLUKOMAIYA2020126238,
Linn Voss and I-Lun Hsiao and Maximilian Ebisch and Janja Vidmar and Nadine Dreiack and Linda Böhmert and Valerie Stock and Albert Braeuning and Katrin Loeschner and Peter Laux and Andreas F. Thünemann and Alfonso Lampen and Holger Sieg,https://www.sciencedirect.com/science/article/pii/S0308814620308621,https://doi.org/10.1016/j.foodchem.2020.127000,0308-8146,2020,127000,Food Chemistry,The presence of iron oxide nanoparticles in the food pigment E172,article,VOSS2020127000,
Petra {Ložnjak Švarc} and Eystein Oveland and Hanna Sara Strandler and Susanna Kariluoto and Esther Campos-Giménez and Elise Ivarsen and Isabelle Malaviole and Carla Motta and Michael Rychlik and Lisa Striegel and Jette Jakobsen,https://www.sciencedirect.com/science/article/pii/S0308814620313091,https://doi.org/10.1016/j.foodchem.2020.127447,0308-8146,2020,127447,Food Chemistry,Collaborative study: Quantification of total folate in food using an efficient single-enzyme extraction combined with LC-MS/MS,article,LOZNJAKSVARC2020127447,
Xuan Ao and Yihan Mu and Shuo Xie and Dehao Meng and Yaqi Zheng and Xiaoshuang Meng and Zhaolin Lv,https://www.sciencedirect.com/science/article/pii/S0308814622011049,https://doi.org/10.1016/j.foodchem.2022.133142,0308-8146,2022,133142,Food Chemistry,Impact of UHT processing on volatile components and chemical composition of sea buckthorn (Hippophae rhamnoides) pulp: A prediction of the biochemical pathway underlying aroma compound formation,article,AO2022133142,
Diletta Balli and Lorenzo Cecchi and Giuseppe Pieraccini and Enrico Palchetti and Marzia Innocenti and Nadia Mulinacci,https://www.sciencedirect.com/science/article/pii/S0308814622011840,https://doi.org/10.1016/j.foodchem.2022.133222,0308-8146,2022,133222,Food Chemistry,Steryl ferulates composition in twenty-two millet samples: Do “microwave popping” and fermentation affect their content?,article,BALLI2022133222,
Weidong Xu and Mingzhong Xiao and Jiayao Li and Yu Chen and Quancai Sun and Hanmin Li and Wencai Sun,https://www.sciencedirect.com/science/article/pii/S0308814620309559,https://doi.org/10.1016/j.foodchem.2020.127093,0308-8146,2020,127093,Food Chemistry,Hepatoprotective effects of Di Wu Yang Gan: A medicinal food against CCl4-induced hepatotoxicity in vivo and in vitro,article,XU2020127093,
Lu Deng and Jie Yuan and Hui Huang and Shuqian Xie and Jingkun Xu and Ruirui Yue,https://www.sciencedirect.com/science/article/pii/S0308814621022184,https://doi.org/10.1016/j.foodchem.2021.131212,0308-8146,2022,131212,Food Chemistry,Fabrication of hierarchical Ru/PEDOT:PSS/Ti3C2Tx nanocomposites as electrochemical sensing platforms for highly sensitive Sudan I detection in food,article,DENG2022131212,
Sapna Langyan and Pranjal Yadava and Sanjula Sharma and Navin Chandra Gupta and Ruchi Bansal and Rashmi Yadav and Sanjay Kalia and Ashok Kumar,https://www.sciencedirect.com/science/article/pii/S0308814622009529,https://doi.org/10.1016/j.foodchem.2022.132990,0308-8146,2022,132990,Food Chemistry,Food and nutraceutical functions of sesame oil: An underutilized crop for nutritional and health benefits,article,LANGYAN2022132990,
Francesco Rizzotto and Zorka Z. Vasiljevic and Gordana Stanojevic and Milena P. Dojcinovic and Ivona Jankovic-Castvan and Jelena D. Vujancevic and Nenad B. Tadic and Goran O. Brankovic and Aurélie Magniez and Jasmina Vidic and Maria Vesna Nikolic,https://www.sciencedirect.com/science/article/pii/S0308814622011608,https://doi.org/10.1016/j.foodchem.2022.133198,0308-8146,2022,133198,Food Chemistry,Antioxidant and cell-friendly Fe2TiO5 nanoparticles for food packaging application,article,RIZZOTTO2022133198,
Tomasz Majchrzak and Wojciech Wojnowski and Andrzej Wasik,https://www.sciencedirect.com/science/article/pii/S0308814621014102,https://doi.org/10.1016/j.foodchem.2021.130404,0308-8146,2021,130404,Food Chemistry,Revealing dynamic changes of the volatile profile of food samples using PTR–MS,article,MAJCHRZAK2021130404,
Stephanie C. Filep and Kristina {Reid Black} and Bryan R.E. Smith and Denise S. Block and Anna Kuklinska-Pijanka and Max Bermingham and Maria A. Oliver and Catherine M. Thorpe and Zachary P. Schuhmacher and Sayeh Agah and Sabina Wuenschmann and Martin D. Chapman,https://www.sciencedirect.com/science/article/pii/S0308814622009487,https://doi.org/10.1016/j.foodchem.2022.132986,0308-8146,2022,132986,Food Chemistry,Simultaneous quantification of specific food allergen proteins using a fluorescent multiplex array,article,FILEP2022132986,
Sanyukta Patel and Kamlesh Shrivas and Deepak Sinha and  Monisha and Tarun {Kumar Patle} and Sanjay Yadav and Santosh Singh Thakur and Manas Kanti Deb and Shamsh Pervez,https://www.sciencedirect.com/science/article/pii/S0308814622004113,https://doi.org/10.1016/j.foodchem.2022.132449,0308-8146,2022,132449,Food Chemistry,Smartphone-integrated printed-paper sensor designed for on-site determination of dimethoate pesticide in food samples,article,PATEL2022132449,
Aishwarya Jaiswal and A {Jyothi Lakshmi},https://www.sciencedirect.com/science/article/pii/S0308814621022925,https://doi.org/10.1016/j.foodchem.2021.131286,0308-8146,2022,131286,Food Chemistry,Maximising the bioaccessibility of iron and zinc of a complementary food mix through multiple strategies,article,JAISWAL2022131286,
Mabkhoot Alsaiari and Amina Saleem and Raiedhah Alsaiari and Nawshad Muhammad and Usman Latif and Muhammad Tariq and Abdulaziz Almohana and Abdur Rahim,https://www.sciencedirect.com/science/article/pii/S0308814621019762,https://doi.org/10.1016/j.foodchem.2021.130970,0308-8146,2022,130970,Food Chemistry,SiO2/Al2O3/C grafted 3-n propylpyridinium silsesquioxane chloride-based non-enzymatic electrochemical sensor for determination of carcinogenic nitrite in food products,article,ALSAIARI2022130970,
Jorge G. Figueroa and Isabel Borrás-Linares and Raquel {Del Pino-García} and José Antonio Curiel and Jesús Lozano-Sánchez and Antonio Segura-Carretero,https://www.sciencedirect.com/science/article/pii/S0308814621003058,https://doi.org/10.1016/j.foodchem.2021.129300,0308-8146,2021,129300,Food Chemistry,"Functional ingredient from avocado peel: Microwave-assisted extraction, characterization and potential applications for the food industry",article,FIGUEROA2021129300,
Yinghe Ji and Jing Zhao and Longshan Zhao,https://www.sciencedirect.com/science/article/pii/S0308814621027266,https://doi.org/10.1016/j.foodchem.2021.131720,0308-8146,2022,131720,Food Chemistry,Fabrication and characterization of magnetic molecularly imprinted polymer based on deep eutectic solvent for specific recognition and quantification of vanillin in infant complementary food,article,JI2022131720,
Zenghui Xie and Yuling Hu and Yanlong Chen and Gang Wu and Gongke Li and Qisheng Zhong,https://www.sciencedirect.com/science/article/pii/S0308814622018805,https://doi.org/10.1016/j.foodchem.2022.133918,0308-8146,2023,133918,Food Chemistry,"Effective enrichment and detection of bisphenol diglycidyl ether, novolac glycerol ether and their derivatives in canned food using a novel magnetic sulfonatocalix[6]arene covalent cross-linked polymer as the adsorbent",article,XIE2023133918,
Amit Kumar Tyagi and Anushree Malik,https://www.sciencedirect.com/science/article/pii/S0308814610014093,https://doi.org/10.1016/j.foodchem.2010.11.002,0308-8146,2011,228-235,Food Chemistry,Antimicrobial potential and chemical composition of Eucalyptus globulus oil in liquid and vapour phase against food spoilage microorganisms,article,TYAGI2011228,
Lipeng Wu and Junyi Liu and Weisu Huang and Yixuan Wang and Qi Chen and Baiyi Lu,https://www.sciencedirect.com/science/article/pii/S0308814621028594,https://doi.org/10.1016/j.foodchem.2021.131853,0308-8146,2022,131853,Food Chemistry,"Exploration of Osmanthus fragrans Lour.'s composition, nutraceutical functions and applications",article,WU2022131853,
Alexey V. Orlov and Juri A. Malkerov and Denis O. Novichikhin and Sergey L. Znoyko and Petr I. Nikitin,https://www.sciencedirect.com/science/article/pii/S0308814622003892,https://doi.org/10.1016/j.foodchem.2022.132427,0308-8146,2022,132427,Food Chemistry,Express high-sensitive detection of ochratoxin A in food by a lateral flow immunoassay based on magnetic biolabels,article,ORLOV2022132427,
Peter C.H. Hollman and Cornelia M. Witthöft and Maria C. Busstra and Lucy Elburg and Paul Hulshof,https://www.sciencedirect.com/science/article/pii/S0308814608009400,https://doi.org/10.1016/j.foodchem.2008.07.095,0308-8146,2009,842-845,Food Chemistry,Training aspects in the use and production of food composition databases. The EuroFIR experience,article,HOLLMAN2009842,
Alba Civera and Patricia Galan-Malo and Isabel Segura-Gil and Luis Mata and Ana P. Tobajas and Lourdes Sánchez and María D. Pérez,https://www.sciencedirect.com/science/article/pii/S030881462102344X,https://doi.org/10.1016/j.foodchem.2021.131338,0308-8146,2022,131338,Food Chemistry,Development of sandwich ELISA and lateral flow immunoassay to detect almond in processed food,article,CIVERA2022131338,
Sajad Pirsa and Kosar Hafezi,https://www.sciencedirect.com/science/article/pii/S030881462201929X,https://doi.org/10.1016/j.foodchem.2022.133967,0308-8146,2023,133967,Food Chemistry,"Hydrocolloids: Structure, preparation method, and application in food industry",article,PIRSA2023133967,
Fanhua Kong and Shimo Kang and Juan Zhang and Lu Jiang and Yiming Liu and Mei Yang and Xueyan Cao and Yan Zheng and Junhua Shao and Xiqing Yue,https://www.sciencedirect.com/science/article/pii/S0308814622014170,https://doi.org/10.1016/j.foodchem.2022.133455,0308-8146,2022,133455,Food Chemistry,The non-covalent interactions between whey protein and various food functional ingredients,article,KONG2022133455,
Mohammed E. Draz and Hany W. Darwish and Ibrahim A. Darwish and Ahmed S. Saad,https://www.sciencedirect.com/science/article/pii/S0308814620327862,https://doi.org/10.1016/j.foodchem.2020.128911,0308-8146,2021,128911,Food Chemistry,Solid-state potentiometric sensor for the rapid assay of the biologically active biogenic amine (tyramine) as a marker of food spoilage,article,DRAZ2021128911,
Lei Cheng and Rong Huang and Qiang Cao and Na Liu and Peiyi Li and Mengmeng Sun and Haiyang Qin and Lidong Wu,https://www.sciencedirect.com/science/article/pii/S0308814622020969,https://doi.org/10.1016/j.foodchem.2022.134134,0308-8146,2022,134134,Food Chemistry,Magnetic metal–organic frameworks as adsorbents for the detection of azo pigments in food matrices,article,CHENG2022134134,
Staffan C. Andersson and Kimmo Rumpunen and Eva Johansson and Marie E. Olsson,https://www.sciencedirect.com/science/article/pii/S0308814611004894,https://doi.org/10.1016/j.foodchem.2011.03.088,0308-8146,2011,689-696,Food Chemistry,"Carotenoid content and composition in rose hips (Rosa spp.) during ripening, determination of suitable maturity marker and implications for health promoting food products",article,ANDERSSON2011689,
Ting Li and Jiangtao Zhou and Qinglan Wu and Xinxia Zhang and Zhengxing Chen and Li Wang,https://www.sciencedirect.com/science/article/pii/S0308814622017605,https://doi.org/10.1016/j.foodchem.2022.133798,0308-8146,2023,133798,Food Chemistry,Modifying functional properties of food amyloid-based nanostructures from rice glutelin,article,LI2023133798,
Muthaiah Annalakshmi and T.S.T. Balamurugan and Sakthivel Kumaravel and Shen-Ming Chen and Ju-Liang He,https://www.sciencedirect.com/science/article/pii/S030881462201278X,https://doi.org/10.1016/j.foodchem.2022.133316,0308-8146,2022,133316,Food Chemistry,Facile hydrothermal synthesis of manganese sulfide nanoelectrocatalyst for high sensitive detection of Bisphenol A in food and eco-samples,article,ANNALAKSHMI2022133316,
Gizem Tırıs and Rabia {Sare Yanıkoğlu} and Burhan Ceylan and Derya Egeli and Evrim {Kepekci Tekkeli} and Armağan Önal,https://www.sciencedirect.com/science/article/pii/S0308814622018817,https://doi.org/10.1016/j.foodchem.2022.133919,0308-8146,2023,133919,Food Chemistry,A review of the currently developed analytical methods for the determination of biogenic amines in food products,article,TIRIS2023133919,
Jinglei Li and Jian Nan and Haishan Wu and Hyun Jin Park and Qingsheng Zhao and Liu Yang,https://www.sciencedirect.com/science/article/pii/S0308814622008937,https://doi.org/10.1016/j.foodchem.2022.132931,0308-8146,2022,132931,Food Chemistry,"Middle purity soy lecithin is appropriate for food grade nanoliposome: Preparation, characterization, antioxidant and anti-inflammatory ability",article,LI2022132931,
M.L. Samaniego-Vaesken and E. Alonso-Aperte and G. Varela-Moreiras,https://www.sciencedirect.com/science/article/pii/S0308814613001271,https://doi.org/10.1016/j.foodchem.2013.01.092,0308-8146,2013,526-532,Food Chemistry,Voluntary food fortification with folic acid in Spain: Predicted contribution to children’s dietary intakes as assessed with new food folate composition data,article,SAMANIEGOVAESKEN2013526,
Daniela Couto and Tânia Melo and Tiago A. Conde and Ana S.P. Moreira and Paula Ferreira and Margarida Costa and Joana Silva and Rosário Domingues and Pedro Domingues,https://www.sciencedirect.com/science/article/pii/S0308814621026911,https://doi.org/10.1016/j.foodchem.2021.131685,0308-8146,2022,131685,Food Chemistry,Food grade extraction of Chlorella vulgaris polar lipids: A comparative lipidomic study,article,COUTO2022131685,
Toren S. Andrewson and Laura E. Martin and Juyun Lim and Michael H. Penner,https://www.sciencedirect.com/science/article/pii/S0308814622020337,https://doi.org/10.1016/j.foodchem.2022.134071,0308-8146,2022,134071,Food Chemistry,Chromatographic fractionation of food-grade oligosaccharides: recognizing and avoiding sensory-relevant impurities,article,ANDREWSON2022134071,
Jing-Ya Xie and Jin Tan and Shu-Hua Tang and Ying Wang,https://www.sciencedirect.com/science/article/pii/S0308814621028934,https://doi.org/10.1016/j.foodchem.2021.131887,0308-8146,2022,131887,Food Chemistry,Fluorescence quenching by competitive absorption between solid foods: Rapid and non-destructive determination of maize flour adulterated in turmeric powder,article,XIE2022131887,
Luis Vázquez and Mario Sánchez-Moyano and Lorena {de la Iglesia} and Guillermo Reglero and Carlos F. Torres,https://www.sciencedirect.com/science/article/pii/S0308814622011591,https://doi.org/10.1016/j.foodchem.2022.133197,0308-8146,2022,133197,Food Chemistry,A new urea adducts method for PUFA concentration using green food grade solvents and avoiding ethyl carbamate formation,article,VAZQUEZ2022133197,
