author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,
M. Aguilera-Morales and M. Casas-Valdez and S. Carrillo-Domı́nguez and B. González-Acosta and F. Pérez-Gil,https://www.sciencedirect.com/science/article/pii/S0889157504000122,https://doi.org/10.1016/j.jfca.2003.12.012,0889-1575,2005,79-88,Journal of Food Composition and Analysis,Chemical composition and microbiological assays of marine algae Enteromorpha spp. as a potential food source,article,
José A. Cayuela-Sánchez and Javier Palarea-Albaladejo and Tatiana P. Zira and Elena Moriana-Correro,https://www.sciencedirect.com/science/article/pii/S0889157520300818,https://doi.org/10.1016/j.jfca.2020.103572,0889-1575,2020,103572,Journal of Food Composition and Analysis,Compositional method for measuring the nutritional label components of industrial pastries and biscuits based on Vis/NIR spectroscopy,article,
Hatice Merve Bayram and Arda Ozturkcan,https://www.sciencedirect.com/science/article/pii/S0889157521002787,https://doi.org/10.1016/j.jfca.2021.104078,0889-1575,2021,104078,Journal of Food Composition and Analysis,The presence of sodium content and sodium-containing food additives in packaged foods and beverages sold in Turkey,article,
David B. Haytowitz and Pamela R. Pehrsson and Joanne M. Holden,https://www.sciencedirect.com/science/article/pii/S0889157507001020,https://doi.org/10.1016/j.jfca.2007.07.006,0889-1575,2008,S94-S102,Journal of Food Composition and Analysis,The National Food and Nutrient Analysis Program: A decade of progress,article,
Natavan Hasanova and Saliha Esin Çelik and Reşat Apak,https://www.sciencedirect.com/science/article/pii/S0889157522004550,https://doi.org/10.1016/j.jfca.2022.104837,0889-1575,2022,104837,Journal of Food Composition and Analysis,Dithioerythritol functionalized gold nanoparticles−based fluorometric sensing of biogenic amines in food samples,article,
Ayaz Ali Memon and Inamullah Mahar and Roomia Memon and Sanam Soomro and James Harnly and Najma Memon and Muhammad Iqbal Bhangar and Devanand L. Luthria,https://www.sciencedirect.com/science/article/pii/S0889157518307531,https://doi.org/10.1016/j.jfca.2019.103358,0889-1575,2020,103358,Journal of Food Composition and Analysis,Impact of flour particle size on nutrient and phenolic acid composition of commercial wheat varieties,article,
Dario Alviso and Cristhian Zárate and Guillermo Artana and Thomas Duriez,https://www.sciencedirect.com/science/article/pii/S0889157521003756,https://doi.org/10.1016/j.jfca.2021.104175,0889-1575,2021,104175,Journal of Food Composition and Analysis,Regressions of the dielectric constant and speed of sound of vegetable oils from their composition and temperature using genetic programming,article,
Oyedibu Oyebayo Oloyede and Ariane Isis Barros and Ugochinyere Nancy Oloyede and Vinicius {de Macedo} and Olajumoke Abimbola Morenikeji and Ernesto Antonio Urquieta-Gonzalez,https://www.sciencedirect.com/science/article/pii/S0889157522003866,https://doi.org/10.1016/j.jfca.2022.104768,0889-1575,2022,104768,Journal of Food Composition and Analysis,Elemental composition of marketed milk from Nigeria and Brazil using ICP-OES: Health risk assessment study,article,
Atalanti Christou and Ana B. Martinez-Piernas and Ioannis J. Stavrou and Juan F. Garcia-Reyes and Constantina P. Kapnissi-Christodoulou,https://www.sciencedirect.com/science/article/pii/S0889157522003623,https://doi.org/10.1016/j.jfca.2022.104744,0889-1575,2022,104744,Journal of Food Composition and Analysis,HPLC-ESI-HRMS and chemometric analysis of carobs polyphenols – Technological and geographical parameters affecting their phenolic composition,article,
Fernando G. Barroso and María-José Sánchez-Muros and Macarena Segura and Elvira Morote and Alejandro Torres and Rebeca Ramos and José-Luis Guil,https://www.sciencedirect.com/science/article/pii/S0889157517300996,https://doi.org/10.1016/j.jfca.2017.04.008,0889-1575,2017,8-13,Journal of Food Composition and Analysis,Insects as food: Enrichment of larvae of Hermetia illucens with omega 3 fatty acids by means of dietary modifications,article,
Leanne M. Galea and Sayne M.C. Dalton and Eleanor J. Beck and Chris J. Cashman and Yasmine C. Probst,https://www.sciencedirect.com/science/article/pii/S0889157516300527,https://doi.org/10.1016/j.jfca.2016.05.005,0889-1575,2016,23-29,Journal of Food Composition and Analysis,Update of a database for estimation of whole grain content of foods in Australia,article,
Yaowalak Khanhuathon and Watsaka Siriangkhawut and Piyanete Chantiratikul and Kate Grudpan,https://www.sciencedirect.com/science/article/pii/S0889157515000629,https://doi.org/10.1016/j.jfca.2015.02.002,0889-1575,2015,45-53,Journal of Food Composition and Analysis,Spectrophotometric method for determination of aluminium content in water and beverage samples employing flow-batch sequential injection system,article,
Michiyo Kubota and Chie Ishikawa and Yasumasa Sugiyama and Syuichi Fukumoto and Tsuyoshi Miyagi and Shigenori Kumazawa,https://www.sciencedirect.com/science/article/pii/S0889157512001561,https://doi.org/10.1016/j.jfca.2012.09.002,0889-1575,2012,179-182,Journal of Food Composition and Analysis,"Anthocyanins from the fruits of Rubus croceacanthus and Rubus sieboldii, wild berry plants from Okinawa, Japan",article,
Sara Canas and Vera Casanova and A. {Pedro Belchior},https://www.sciencedirect.com/science/article/pii/S0889157508001154,https://doi.org/10.1016/j.jfca.2008.07.001,0889-1575,2008,626-633,Journal of Food Composition and Analysis,Antioxidant activity and phenolic content of Portuguese wine aged brandies,article,
R.S. Glew and D.J. VanderJagt and Y.-S. Huang and L.-T. Chuang and R. Bosse and R.H. Glew,https://www.sciencedirect.com/science/article/pii/S0889157503001017,https://doi.org/10.1016/S0889-1575(03)00101-7,0889-1575,2004,99-111,Journal of Food Composition and Analysis,"Nutritional analysis of the edible pit of Sclerocarya birrea in the Republic of Niger (daniya, Hausa)",article,
Michael Hellwig and Lennart Kühn and Thomas Henle,https://www.sciencedirect.com/science/article/pii/S0889157518303910,https://doi.org/10.1016/j.jfca.2018.06.009,0889-1575,2018,83-92,Journal of Food Composition and Analysis,Individual Maillard reaction products as indicators of heat treatment of pasta — A survey of commercial products,article,
B.T. Ong and S.A.H. Nazimah and C.P. Tan and H. Mirhosseini and A. Osman and D. {Mat Hashim} and G. Rusul,https://www.sciencedirect.com/science/article/pii/S088915750800029X,https://doi.org/10.1016/j.jfca.2008.03.002,0889-1575,2008,416-422,Journal of Food Composition and Analysis,Analysis of volatile compounds in five jackfruit (Artocarpus heterophyllus L.) cultivars using solid-phase microextraction (SPME) and gas chromatography-time-of-flight mass spectrometry (GC-TOFMS),article,
A. Horcada and O. Polvillo and M. Juárez and C. Avilés and A.L. Martínez and F. Peña,https://www.sciencedirect.com/science/article/pii/S0889157516300461,https://doi.org/10.1016/j.jfca.2016.04.008,0889-1575,2016,110-116,Journal of Food Composition and Analysis,Influence of feeding system (concentrate and total mixed ration) on fatty acid profiles of beef from three lean cattle breeds,article,
Nevzat Konar and Ender Sinan Poyrazoğlu and Köksal Demir and Nevzat Artik,https://www.sciencedirect.com/science/article/pii/S0889157511002286,https://doi.org/10.1016/j.jfca.2011.11.004,0889-1575,2012,173-178,Journal of Food Composition and Analysis,Determination of conjugated and free isoflavones in some legumes by LC–MS/MS,article,
Arkadiusz Szterk,https://www.sciencedirect.com/science/article/pii/S0889157515001283,https://doi.org/10.1016/j.jfca.2015.04.011,0889-1575,2015,18-24,Journal of Food Composition and Analysis,"Acridine derivatives (PANHs, azaarenes) in raw, fried or grilled pork from different origins, and PANH formation during pork thermal processing",article,
Lucia Brindzová and Mária Mikulášová and Mária Takácsová and Silvia Mošovská and Alena Opattová,https://www.sciencedirect.com/science/article/pii/S0889157508001439,https://doi.org/10.1016/j.jfca.2008.07.009,0889-1575,2009,87-90,Journal of Food Composition and Analysis,"Evaluation of the mutagenicity and antimutagenicity of extracts from oat, buckwheat and wheat bran in the Salmonella/microsome assay",article,
Crentsil Kofi Bempah and Akwasi Akomeah Agyekum and Felicia Akuamoa and Samuel Frimpong and Achibold Buah-Kwofie,https://www.sciencedirect.com/science/article/pii/S0889157515002525,https://doi.org/10.1016/j.jfca.2015.12.001,0889-1575,2016,103-113,Journal of Food Composition and Analysis,Dietary exposure to chlorinated pesticide residues in fruits and vegetables from Ghanaian markets,article,
Joanna Kolniak-Ostek and Agnieszka Kita and Anna Pęksa and Agata Wawrzyniak and Jadwiga Hamułka and Maria Jeznach and Honorata Danilčenko and Elvyra Jariene,https://www.sciencedirect.com/science/article/pii/S0889157517302168,https://doi.org/10.1016/j.jfca.2017.08.008,0889-1575,2017,147-155,Journal of Food Composition and Analysis,Analysis of the content of bioactive compounds in selected flours and enriched extruded corn products,article,
Veridiana {Vera de Rosso} and Silke Hillebrand and Elyana {Cuevas Montilla} and Florinda O. Bobbio and Peter Winterhalter and Adriana Z. Mercadante,https://www.sciencedirect.com/science/article/pii/S0889157508000070,https://doi.org/10.1016/j.jfca.2008.01.001,0889-1575,2008,291-299,Journal of Food Composition and Analysis,Determination of anthocyanins from acerola (Malpighia emarginata DC.) and açai (Euterpe oleracea Mart.) by HPLC–PDA–MS/MS,article,
María C. Cittadini and Ignacio García-Estévez and M. Teresa Escribano-Bailón and Romina M. Bodoira and Damián Barrionuevo and Damián Maestri,https://www.sciencedirect.com/science/article/pii/S0889157520314800,https://doi.org/10.1016/j.jfca.2020.103775,0889-1575,2021,103775,Journal of Food Composition and Analysis,Nutritional and nutraceutical compounds of fruits from native trees (Ziziphus mistol and Geoffroea decorticans) of the dry chaco forest,article,
Filipe S. Rondan and Carla A. Hartwig and Diogo L.R. Novo and Diogo P. Moraes and Sandra M. Cruz and Paola A. Mello and Marcia F. Mesko,https://www.sciencedirect.com/science/article/pii/S0889157517303010,https://doi.org/10.1016/j.jfca.2017.12.023,0889-1575,2018,199-204,Journal of Food Composition and Analysis,Ultra-trace determination of bromine and iodine in rice by ICP-MS after microwave-induced combustion,article,
Daniela Elena Zavastin and Gabriela Biliută and Gianina Dodi and Ana-Maria Macsim and Gabriela Lisa and Simona Petronela Gherman and Iuliana Gabriela Breabăn and Anca Miron and Sergiu Coseri,https://www.sciencedirect.com/science/article/pii/S0889157518300115,https://doi.org/10.1016/j.jfca.2018.01.011,0889-1575,2018,149-158,Journal of Food Composition and Analysis,Metal content and crude polysaccharide characterization of selected mushrooms growing in Romania,article,
Hongyang Zhang and Huihua Yang and Min Zhang and Yuerong Wang and Jingrong Wang and Leefong Yau and Zhihong Jiang and Ping Hu,https://www.sciencedirect.com/science/article/pii/S0889157511001980,https://doi.org/10.1016/j.jfca.2011.09.004,0889-1575,2012,142-148,Journal of Food Composition and Analysis,Identification of flavonol and triterpene glycosides in Luo-Han-Guo extract using ultra-high performance liquid chromatography/quadrupole time-of-flight mass spectrometry,article,
L. D’Evoli and S. Moscatello and M. Lucarini and A. Aguzzi and P. Gabrielli and S. Proietti and A. Battistelli and F. Famiani and V. Böhm and G. Lombardi-Boccia,https://www.sciencedirect.com/science/article/pii/S0889157514001458,https://doi.org/10.1016/j.jfca.2014.06.012,0889-1575,2015,25-29,Journal of Food Composition and Analysis,"Nutritional traits and antioxidant capacity of kiwifruit (Actinidia deliciosa Planch., cv. Hayward) grown in Italy",article,
Dongkyum Kim and Byungjoo Kim and Seok-Won Hyung and Chi Ho Lee and Jeongkwon Kim,https://www.sciencedirect.com/science/article/pii/S0889157515000198,https://doi.org/10.1016/j.jfca.2014.12.005,0889-1575,2015,24-31,Journal of Food Composition and Analysis,An optimized method for the accurate determination of nitrofurans in chicken meat using isotope dilution–liquid chromatography/mass spectrometry,article,
Suhendan Mol,https://www.sciencedirect.com/science/article/pii/S0889157510002243,https://doi.org/10.1016/j.jfca.2010.04.009,0889-1575,2011,66-69,Journal of Food Composition and Analysis,Levels of selected trace metals in canned tuna fish produced in Turkey,article,
Essa Hariri and Martine I. Abboud and Sally Demirdjian and Samira Korfali and Mohamad Mroueh and Robin I. Taleb,https://www.sciencedirect.com/science/article/pii/S0889157515001052,https://doi.org/10.1016/j.jfca.2015.03.009,0889-1575,2015,91-97,Journal of Food Composition and Analysis,Carcinogenic and neurotoxic risks of acrylamide and heavy metals from potato and corn chips consumed by the Lebanese population,article,
Dalene {de Beer} and Elizabeth Joubert,https://www.sciencedirect.com/science/article/pii/S0889157510000189,https://doi.org/10.1016/j.jfca.2009.10.006,0889-1575,2010,289-297,Journal of Food Composition and Analysis,Development of HPLC method for Cyclopia subternata phenolic compound analysis and application to other Cyclopia spp.,article,
Nina Bilandžić and Marija Sedak and Bruno Čalopek and Snježana Zrnčić and Dražen Oraić and Miroslav Benić and Natalija Džafić and Dijana Mišetić Ostojić and Tanja Bogdanović and Sandra Petričević and Ivana Ujević,https://www.sciencedirect.com/science/article/pii/S0889157515002021,https://doi.org/10.1016/j.jfca.2015.09.012,0889-1575,2016,39-49,Journal of Food Composition and Analysis,Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea,article,
