orkg:P27060,paper:authors,paper:url,paper:doi,orkg:P74029,paper:publication_year,paper:published_in,paper:title,paper:research_field,contribution:research_problem
,Arda Serpen and Vural Gökmen and Vincenzo Fogliano,https://www.sciencedirect.com/science/article/pii/S0889157512000257,10.1016/j.jfca.2012.02.005,0889-1575,2012,Journal of Food Composition and Analysis,Solvent effects on total antioxidant capacity of foods measured by direct QUENCHER procedure,R91,Food components identification
,U.R. Charrondiere and B. Burlingame,https://www.sciencedirect.com/science/article/pii/S0889157507000890,10.1016/j.jfca.2007.06.004,0889-1575,2007,Journal of Food Composition and Analysis,Identifying food components: INFOODS tagnames and other component identification systems,R91,Food components identification
,Catherine Rébufa and Jacques Artaud and Yveline {Le Dréau},https://www.sciencedirect.com/science/article/pii/S0889157522001521,10.1016/j.jfca.2022.104534,0889-1575,2022,Journal of Food Composition and Analysis,"Walnut (Juglans regia L.) oil chemical composition depending on variety, locality, extraction process and storage conditions: A comprehensive review",R91,Food components identification
,Nidhi Tyagi and Rishiraj Raghuvanshi and Munish K. Upadhyay and Ashish K. Srivastava and Penna Suprasanna and Sudhakar Srivastava,https://www.sciencedirect.com/science/article/pii/S088915752031317X,10.1016/j.jfca.2020.103612,0889-1575,2020,Journal of Food Composition and Analysis,"Elemental (As, Zn, Fe and Cu) analysis and health risk assessment of rice grains and rice based food products collected from markets from different cities of Gangetic basin, India",R91,Food components identification
,Herbert Musarurwa and Luke Chimuka and Vusumzi Emmanuel Pakade and Nikita Tawanda Tavengwa,https://www.sciencedirect.com/science/article/pii/S0889157519304612,10.1016/j.jfca.2019.103314,0889-1575,2019,Journal of Food Composition and Analysis,Recent developments and applications of QuEChERS based techniques on food samples during pesticide analysis,R91,Food components identification
,C. Menard and C. Dumas and R. Goglia and M. Spiteri and N. Gillot and P. Combris and J. Ireland and L.G. Soler and J.L. Volatier,https://www.sciencedirect.com/science/article/pii/S0889157510002553,10.1016/j.jfca.2010.09.001,0889-1575,2011,Journal of Food Composition and Analysis,OQALI: A French database on processed foods,R91,Food components identification
,Tereza Slámová and Anna Sadowska-Rociek and Adéla Fraňková and Magdalena Surma and Jan Banout,https://www.sciencedirect.com/science/article/pii/S0889157519314930,10.1016/j.jfca.2020.103420,0889-1575,2020,Journal of Food Composition and Analysis,Application of QuEChERS-EMR-Lipid-DLLME method for the determination of polycyclic aromatic hydrocarbons in smoked food of animal origin,R91,Food components identification
,Manjula D. Ghoora and Dandamudi Rajesh Babu and N. Srividya,https://www.sciencedirect.com/science/article/pii/S0889157519317806,10.1016/j.jfca.2020.103495,0889-1575,2020,Journal of Food Composition and Analysis,"Nutrient composition, oxalate content and nutritional ranking of ten culinary microgreens",R91,Food components identification
,S.M. Abdel-Azeem and M.A. Diab and M.F. El-Shahat,https://www.sciencedirect.com/science/article/pii/S0889157515001477,10.1016/j.jfca.2015.06.005,0889-1575,2015,Journal of Food Composition and Analysis,Ultra-high-pressure liquid chromatography–solid-phase clean-up for determining aflatoxins in Egyptian food commodities,R91,Food components identification
,Desawi Hdru Teklu and Hussein Shimelis and Abush Tesfaye and Admire Isaac Tichafa Shayanowako,https://www.sciencedirect.com/science/article/pii/S0889157522001636,10.1016/j.jfca.2022.104545,0889-1575,2022,Journal of Food Composition and Analysis,Analyses of genetic diversity and population structure of sesame (Sesamum indicum L.) germplasm collections through seed oil and fatty acid compositions and SSR markers,R91,Food components identification
,A.M. Taiwo and E.C. Ihedioha and S.C. Nwosu and O.A. Oyelakin and P.C. Efubesi and J.S. Shitta and T.O. Osinubi,https://www.sciencedirect.com/science/article/pii/S0889157518312547,10.1016/j.jfca.2019.03.001,0889-1575,2019,Journal of Food Composition and Analysis,"Levels and health risk assessment of polycyclic aromatic hydrocarbons in protein foods from Lagos and Abeokuta, Southwestern Nigeria",R91,Food components identification
,Ana L. Ramos-Aguilar and Juan Ornelas-Paz and Luis M. Tapia-Vargas and Alfonso A. Gardea-Béjar and Elhadi M. Yahia and José de Jesús Ornelas-Paz and Saúl Ruiz-Cruz and Claudio Rios-Velasco and Vrani Ibarra-Junquera,https://www.sciencedirect.com/science/article/pii/S0889157520315015,10.1016/j.jfca.2020.103796,0889-1575,2021,Journal of Food Composition and Analysis,Comparative study on the phytochemical and nutrient composition of ripe fruit of Hass and Hass type avocado cultivars,R91,Food components identification
,Carolin Menzel and Afaf Kamal-Eldin and Matti Marklund and Agneta Andersson and Per Åman and Rikard Landberg,https://www.sciencedirect.com/science/article/pii/S0889157512001512,10.1016/j.jfca.2012.08.006,0889-1575,2012,Journal of Food Composition and Analysis,Alkylresorcinols in Swedish cereal food products,R91,Food components identification
,L. Marletta and M. Lucarini and S. Ruggeri and E. Carnovale,https://www.sciencedirect.com/science/article/pii/S088915750090886X,10.1006/jfca.2000.0886,0889-1575,2000,Journal of Food Composition and Analysis,Food Composition Databases in Italy: Problems and Perspectives,R91,Food components identification
,Ning Liu and Ge Ren and Muniba Faiza and Daoming Li and Junjie Cui and Kun Zhang and Xiaolin Yao and Mouming Zhao,https://www.sciencedirect.com/science/article/pii/S0889157522003659,10.1016/j.jfca.2022.104747,0889-1575,2022,Journal of Food Composition and Analysis,"Comparison of conventional and green extraction methods on oil yield, physicochemical properties, and lipid compositions of pomegranate seed oil",R91,Food components identification
,Carrie L. Martin and Lois C. Steinfeldt and Joseph D. Goldman and Alanna J. Moshfegh,https://www.sciencedirect.com/science/article/pii/S0889157521002635,10.1016/j.jfca.2021.104063,0889-1575,2021,Journal of Food Composition and Analysis,"Usual intakes of food pattern components by U.S. children: WWEIA, NHANES 2013–2016",R91,Food components identification
,Maria Eugênia Petenuci and Ana Paula Lopes and Ricardo Camparim and Vanessa Vivian Almeida Schneider and Jesuí Vergilio Visentainer,https://www.sciencedirect.com/science/article/pii/S0889157521000855,10.1016/j.jfca.2021.103885,0889-1575,2021,Journal of Food Composition and Analysis,Fatty acid composition in fractions of neutral lipids and phospholipids of Hemisorubim platyrhynchos with seasonal distinction,R91,Food components identification
,Hyo-Yeon Yu and Se-Eun Park and Hyang Sook Chun and Jung-Rae Rho and Sangdoo Ahn,https://www.sciencedirect.com/science/article/pii/S0889157522000266,10.1016/j.jfca.2022.104408,0889-1575,2022,Journal of Food Composition and Analysis,"Phospholipid composition analysis of krill oil through HPLC with ELSD: Development, validation, and comparison with 31P NMR spectroscopy",R91,Food components identification
,Abera Geleta Gifty and Bruno {De Meulenaer} and Temesgen Magule Olango,https://www.sciencedirect.com/science/article/pii/S0889157518300152,10.1016/j.jfca.2018.01.015,0889-1575,2018,Journal of Food Composition and Analysis,"Variation in tuber proximate composition, sugars, fatty acids and amino acids of eight Oromo dinich (Plectranthus edulis) landraces experimentally grown in Ethiopia",R91,Food components identification
,Guangyun He and Xue Hou and Mei Han and Shiting Qiu and Ying Li and Shudi Qin and Xi Chen,https://www.sciencedirect.com/science/article/pii/S0889157521004671,10.1016/j.jfca.2021.104267,0889-1575,2022,Journal of Food Composition and Analysis,Discrimination and polyphenol compositions of green teas with seasonal variations based on UPLC-QTOF/MS combined with chemometrics,R91,Food components identification
,Sophie Birot and Charlotte B. Madsen and Astrid G. Kruizinga and Tue Christensen and Amélie Crépet and Per B. Brockhoff,https://www.sciencedirect.com/science/article/pii/S0889157517300182,10.1016/j.jfca.2017.01.008,0889-1575,2017,Journal of Food Composition and Analysis,A procedure for grouping food consumption data for use in food allergen risk assessment,R91,Food components identification
,Carrie L. Martin and John Clemens and Alanna J. Moshfegh,https://www.sciencedirect.com/science/article/pii/S0889157519303011,10.1016/j.jfca.2019.103255,0889-1575,2019,Journal of Food Composition and Analysis,"Items designated as fortified: Food and Nutrient Database for Dietary Studies (FNDDS), 2015–2016",R91,Food components identification
,Matilde Tura and Mara Mandrioli and Enrico Valli and Rosamaria Cristina Rubino and Dylan Parentela and Tullia {Gallina Toschi},https://www.sciencedirect.com/science/article/pii/S0889157521004701,10.1016/j.jfca.2021.104270,0889-1575,2022,Journal of Food Composition and Analysis,Changes in the composition of a cold-pressed hemp seed oil during three months of storage,R91,Food components identification
,Nico A. Walters and Dalene {de Beer} and André {de Villiers} and Beata Walczak and Elizabeth Joubert,https://www.sciencedirect.com/science/article/pii/S0889157518307233,10.1016/j.jfca.2019.02.006,0889-1575,2019,Journal of Food Composition and Analysis,Genotypic variation in phenolic composition of Cyclopia pubescens (honeybush tea) seedling plants,R91,Food components identification
,Aney Parven and Md. Sirajul Islam Khan and Mohammad Dalower Hossain Prodhan and Kadiyala Venkateswarlu and Mallavarapu Megharaj and Islam Md Meftaul,https://www.sciencedirect.com/science/article/pii/S0889157521003215,10.1016/j.jfca.2021.104121,0889-1575,2021,Journal of Food Composition and Analysis,Human health risk assessment through quantitative screening of insecticide residues in two green beans to ensure food safety,R91,Food components identification
,John A. Monro and Suman Mishra,https://www.sciencedirect.com/science/article/pii/S088915751000092X,10.1016/j.jfca.2010.02.001,0889-1575,2010,Journal of Food Composition and Analysis,Database values for food-based dietary control of glycaemia,R91,Food components identification
,S. Naqash and T. Jan and H.R. Naik and S.Z. Hussain and B.N. Dar and H.A. Makroo,https://www.sciencedirect.com/science/article/pii/S0889157522004410,10.1016/j.jfca.2022.104823,0889-1575,2022,Journal of Food Composition and Analysis,"Influence of controlled curing process on physico-chemical, nutritional, and bio-active composition of brown Spanish onion",R91,Food components identification
,Emily Fitt and Celia J. Prynne and Birgit Teucher and Gillian Swan and Alison M. Stephen,https://www.sciencedirect.com/science/article/pii/S0889157509000374,10.1016/j.jfca.2009.01.012,0889-1575,2009,Journal of Food Composition and Analysis,National Diet and Nutrition Survey: Assigning mixed dishes to food groups in the nutrient databank,R91,Food components identification
,Sayne M.C. Dalton and Yasmine C. Probst and Marijka J. Batterham and Linda C. Tapsell,https://www.sciencedirect.com/science/article/pii/S0889157514001124,10.1016/j.jfca.2014.04.012,0889-1575,2014,Journal of Food Composition and Analysis,Compilation of an Australian database of manufactured and packaged food products containing wholegrain ingredients,R91,Food components identification
,Yawen Rong and Shujat Ali and Qin Ouyang and Li Wang and Huanhuan Li and Quansheng Chen,https://www.sciencedirect.com/science/article/pii/S0889157521001290,10.1016/j.jfca.2021.103929,0889-1575,2021,Journal of Food Composition and Analysis,Development of a bimodal sensor based on upconversion nanoparticles and surface-enhanced Raman for the sensitive determination of dibutyl phthalate in food,R91,Food components identification
,Alice Laurora and Jon-Paul Bingham and Mahesha M. Poojary and Marisa M. Wall and Kacie K.H.Y. Ho,https://www.sciencedirect.com/science/article/pii/S0889157521001848,10.1016/j.jfca.2021.103984,0889-1575,2021,Journal of Food Composition and Analysis,Carotenoid composition and bioaccessibility of papaya cultivars from Hawaii,R91,Food components identification
,Marina {dos Santos} and Flavio Manoel Rodrigues {da Silva Júnior} and Ana Luíza Muccillo-Baisch,https://www.sciencedirect.com/science/article/pii/S088915751730011X,10.1016/j.jfca.2017.01.001,0889-1575,2017,Journal of Food Composition and Analysis,Selenium content of Brazilian foods: A review of the literature values,R91,Food components identification
,Cheng Wang and Wei-Zhong He and Duo-Yong Zhao and Zhi Liu and Ying-ying Fan and Wei-Na Tian and Wen-Liang Wu and Karyne M. Rogers,https://www.sciencedirect.com/science/article/pii/S0889157519312773,10.1016/j.jfca.2020.103577,0889-1575,2020,Journal of Food Composition and Analysis,"Modeling of stable isotope and multi-element compositions of jujube (Ziziphus jujuba Mill.) for origin traceability of protected geographical indication (PGI) products in Xinjiang, China",R91,Food components identification
